id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
981,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3290000
51,6325,3,1,4,yes,no,no,no,yes,1,no,unfurnished,7420000
339,3180,4,2,2,yes,no,no,no,no,0,no,furnished,3885000
401,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,3500000
774,9667,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished,4690000
24,8800,3,2,2,yes,no,no,no,yes,2,no,furnished,8575000
594,7440,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,7420000
875,4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished,3990000
1034,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,2835000
837,2747,4,2,2,no,no,no,no,no,0,no,semi-furnished,4200000
116,6900,3,2,1,yes,yes,yes,no,no,0,yes,unfurnished,6020000
822,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,4305000
1041,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,2695000
380,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3605000
347,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,3836000
836,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
877,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3920000
505,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,2653000
1079,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
1060,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2450000
487,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,2870000
704,3150,3,2,1,yes,yes,yes,no,yes,0,no,furnished,5460000
171,10269,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,5250000
535,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,2100000
430,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,3290000
517,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,2450000
720,9800,4,2,2,yes,yes,no,no,no,2,no,semi-furnished,5250000
413,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
28,7950,5,2,2,yes,no,yes,yes,no,2,no,unfurnished,8400000
757,3420,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,4893000
490,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,2835000
1049,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,2653000
1048,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2660000
555,13200,3,1,2,yes,no,yes,no,yes,2,yes,furnished,9800000
144,4700,4,1,2,yes,yes,yes,no,yes,1,no,furnished,5600000
1076,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,2233000
785,3840,3,1,2,yes,no,no,no,no,1,yes,semi-furnished,4585000
249,4990,4,2,2,yes,yes,yes,no,no,0,yes,furnished,4543000
17,8500,3,2,4,yes,no,no,no,yes,2,no,furnished,8960000
174,3800,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished,5250000
544,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,1750000
56,11440,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished,7343000
442,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,3220000
255,5885,2,1,1,yes,no,no,no,yes,1,no,unfurnished,4480000
1061,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2450000
1059,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,2485000
410,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
57,9000,4,2,4,yes,yes,no,no,yes,1,yes,furnished,7245000
787,3640,3,1,2,yes,no,no,no,yes,0,no,furnished,4550000
88,7410,3,1,1,yes,yes,yes,no,yes,2,yes,unfurnished,6475000
580,7000,3,2,4,yes,no,no,no,yes,2,no,furnished,8080940
501,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,2660000
233,4160,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished,4620000
234,3880,3,2,2,yes,no,yes,no,no,2,no,semi-furnished,4620000
81,4000,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6615000
777,3745,3,1,2,yes,no,yes,no,no,0,no,furnished,4655000
883,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3885000
530,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,2240000
491,2640,2,1,1,no,no,no,no,no,1,no,furnished,2835000
796,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4515000
213,4995,4,2,1,yes,no,yes,no,no,0,no,semi-furnished,4893000
203,5400,4,1,2,yes,no,no,no,no,0,no,semi-furnished,4900000
229,9667,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished,4690000
436,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3290000
215,4160,3,1,3,yes,no,no,no,no,0,no,unfurnished,4830000
20,4320,3,1,2,yes,no,yes,yes,no,2,no,semi-furnished,8750000
984,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,3255000
99,6000,4,1,3,yes,yes,yes,no,no,0,yes,unfurnished,6265000
9,5750,3,2,4,yes,yes,no,no,yes,1,yes,unfurnished,9800000
656,8372,3,1,3,yes,no,no,no,yes,2,no,unfurnished,6090000
188,5720,2,1,2,yes,no,no,no,yes,0,yes,unfurnished,5075000
790,5360,3,1,2,yes,no,no,no,no,2,yes,unfurnished,4550000
1086,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,1767150
565,4320,3,1,2,yes,no,yes,yes,no,2,no,semi-furnished,8750000
916,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3640000
182,3410,3,1,2,no,no,no,no,yes,0,no,semi-furnished,5145000
284,7770,2,1,1,yes,no,no,no,no,1,no,furnished,4270000
130,4800,3,1,1,yes,yes,yes,no,no,0,no,unfurnished,5866000
760,4160,3,1,3,yes,no,no,no,no,0,no,unfurnished,4830000
1021,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2940000
817,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4340000
534,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
125,15600,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,5943000
605,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,7140000
937,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
206,5800,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished,4900000
575,7475,3,2,4,yes,no,no,no,yes,2,no,unfurnished,8400000
894,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3780000
529,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2275000
163,6825,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished,5425000
979,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,3290000
302,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,4200000
729,3000,3,2,2,yes,yes,yes,no,no,0,no,furnished,5110000
714,6540,4,2,2,no,no,no,no,yes,0,no,semi-furnished,5250000
185,3000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,5110000
69,12090,4,2,2,yes,no,no,no,no,2,yes,furnished,6790000
747,4120,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4900000
287,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,4200000
941,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
581,7482,3,2,3,yes,no,no,yes,no,1,yes,furnished,8043000
765,8100,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished,4795000
832,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,4200000
437,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,3290000
502,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2660000
569,8800,3,2,2,yes,no,no,no,yes,2,no,furnished,8575000
351,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3780000
756,12900,3,1,1,yes,no,no,no,no,2,no,furnished,4900000
447,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,3150000
709,6710,3,2,2,yes,yes,yes,no,no,1,yes,furnished,5390000
533,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
445,3450,1,1,1,yes,no,no,no,no,0,no,furnished,3150000
677,5200,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5810000
848,4500,3,1,1,yes,no,yes,no,no,0,no,furnished,4200000
521,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,2408000
859,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,4095000
878,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3920000
744,4200,3,1,2,yes,no,no,no,no,1,no,furnished,4907000
623,5700,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,6650000
633,7410,3,1,1,yes,yes,yes,no,yes,2,yes,unfurnished,6475000
383,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,3570000
469,4600,2,1,1,yes,no,no,no,no,0,no,furnished,3010000
514,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,2485000
708,6825,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished,5425000
835,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished,4200000
214,4350,2,1,1,yes,no,yes,no,no,0,no,unfurnished,4865000
361,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
333,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3920000
402,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
653,3240,4,1,3,yes,no,no,no,no,1,no,semi-furnished,6107500
625,6000,3,1,2,yes,no,no,yes,no,1,yes,semi-furnished,6629000
122,6254,4,2,1,yes,no,yes,no,no,1,yes,semi-furnished,5950000
843,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,4200000
863,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4060000
685,5800,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5740000
710,6450,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished,5383000
70,4000,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,6790000
964,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,3360000
871,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,3990000
363,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,3710000
903,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,3745000
830,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,4235000
911,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,3675000
905,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
1026,2700,2,1,1,no,no,no,no,no,0,no,furnished,2940000
328,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,3990000
953,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
532,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,2135000
1039,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,2730000
408,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
673,5500,3,1,3,yes,yes,no,no,yes,1,no,furnished,5873000
735,7600,4,1,2,yes,no,no,no,yes,2,no,furnished,5040000
464,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3080000
271,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,4340000
674,11460,3,1,3,yes,no,no,no,no,2,yes,semi-furnished,5873000
522,2475,3,1,2,yes,no,no,no,no,0,no,furnished,2380000
101,5500,3,1,3,yes,no,no,no,no,1,yes,unfurnished,6230000
190,7600,4,1,2,yes,no,no,no,yes,2,no,furnished,5040000
901,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,3773000
159,3150,3,2,1,yes,yes,yes,no,yes,0,no,furnished,5460000
691,10500,2,1,1,yes,no,no,no,no,1,no,semi-furnished,5600000
143,4800,5,2,3,no,no,yes,yes,no,0,no,unfurnished,5600000
536,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,1960000
723,7085,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,5229000
701,6900,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished,5523000
997,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,3150000
33,5960,3,3,2,yes,yes,yes,no,no,1,no,unfurnished,8190000
1005,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,3087000
267,4920,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4403000
34,6840,5,1,2,yes,yes,yes,no,yes,1,no,furnished,8120000
531,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,2233000
461,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,3080000
12,6550,4,2,2,yes,no,no,no,yes,1,yes,semi-furnished,9310000
749,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4900000
667,6254,4,2,1,yes,no,yes,no,no,1,yes,semi-furnished,5950000
683,5000,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5740000
247,8400,4,1,4,yes,no,no,no,no,3,no,unfurnished,4550000
277,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,4305000
770,6440,2,1,1,yes,no,no,no,yes,3,no,semi-furnished,4753000
108,3240,4,1,3,yes,no,no,no,no,1,no,semi-furnished,6107500
58,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,7210000
1080,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,2100000
244,5320,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,4550000
433,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,3290000
349,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3780000
722,6050,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished,5243000
30,7475,3,2,4,yes,no,no,no,yes,2,no,unfurnished,8400000
306,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4165000
789,5320,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,4550000
818,3500,4,1,2,yes,no,no,no,no,2,no,furnished,4340000
812,4920,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4403000
396,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
231,4320,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4690000
285,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,4235000
1052,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
509,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,2590000
671,7160,3,1,1,yes,no,yes,no,no,2,yes,unfurnished,5880000
668,7320,4,2,2,yes,no,no,no,no,0,no,furnished,5950000
797,9860,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4515000
923,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,3640000
1062,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,2450000
473,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,3003000
1071,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,2310000
619,4040,3,1,2,yes,no,yes,yes,no,1,no,furnished,6650000
393,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,3500000
345,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,3850000
750,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,4900000
167,4600,2,2,1,yes,no,no,no,yes,2,no,semi-furnished,5285000
798,3520,2,1,2,yes,no,no,no,no,0,yes,furnished,4515000
854,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4130000
389,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
641,9000,3,1,1,yes,no,yes,no,no,1,yes,furnished,6300000
603,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,7210000
161,6100,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished,5460000
227,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,4690000
118,6420,3,1,1,yes,no,yes,no,yes,0,yes,furnished,5950000
270,4500,3,2,3,yes,no,no,yes,no,1,no,furnished,4340000
738,4800,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,5033000
684,6360,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,5740000
139,6360,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,5740000
771,5170,3,1,4,yes,no,no,no,yes,0,no,semi-furnished,4690000
1044,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,2660000
602,9000,4,2,4,yes,yes,no,no,yes,1,yes,furnished,7245000
369,3600,2,1,1,yes,no,no,no,no,0,no,furnished,3675000
460,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,3087000
638,7200,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished,6300000
432,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,3290000
935,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,3500000
